relation_id,subject,relation,object,doc_id,chunk_id,evidence,confidence
REL-1bbd69bafc7c12aac923,DOC010,document_mentions_location,Great Lakes,DOC010,DOC010-C0004,Great Lakes regional projects that have implemented Stop Aquatic Hitchhikers!,0.98
REL-10d0b42ccf3b7aa5cf6b,DOC010,document_mentions_location,Great Lakes,DOC010,DOC010-C0005,"a) Some campaign efforts have developed targeted behavioral metrics which have aligned with behavior action messages (e.g., Great Lakes Sea Grant Network).",0.98
REL-b95efd1ccae809661b4e,DOC010,document_mentions_location,United States,DOC010,DOC010-C0001,United States and served to initiate discussion sessions later in the day.,0.98
REL-510068901fb24ad785a5,DOC010,document_mentions_location,United States,DOC010,DOC010-C0002,"and Clean Drain Dry are two common, nationally recognized campaigns used to target recreational boaters with an AIS prevention message within the United States.",0.98
REL-532d87d3b4f4c068343a,DOC011,document_mentions_location,Great Lakes,DOC011,DOC011-C0001,Great Lakes Aquatic Nuisance Species Information System (GLANSIS 2014): a region-specific view of,0.98
REL-b07face83f122e7974c1,DOC011,document_mentions_location,Great Lakes,DOC011,DOC011-C0002,Great Lakes Aquatic Nuisance Species Information System (GLANSIS 2014): a region-specific view of the NAS database focused on species of concern within the North American Laurentian Great Lakes region.,0.98
REL-142d23dde11561bd2292,DOC011,document_mentions_location,North America,DOC011,DOC011-C0002,North America that have been transported outside of their natural range.,0.98
REL-64fb5e522b3eb4c87d9a,DOC011,document_mentions_location,United States,DOC011,DOC011-C0001,Geological Survey’s Nonindigenous Aquatic Species Database: over thirty years of tracking introduced aquatic species in the United States (and counting) Pam Fuller 1* and Matthew E.,0.98
REL-e13696321d345fdb713e,DOC011,document_mentions_location,United States,DOC011,DOC011-C0002,"U.S. [including the lion- fishes Pterois miles (Bennett, 1828) and P.",0.98
REL-b1721de190ddd6623ed8,DOC011,document_mentions_location,United States,DOC011,DOC011-C0003,"(1999), and all data for the southeastern United States were reviewed by the states (South Carolina, Georgia, Florida, Alabama, Mississippi, Louisiana, and Texas) for an Aquatic Nuisance Species Task Force Gulf and South Atlantic Regional Panel project in 2005.",0.98
REL-c46cb5dd80e88ee03fc9,DOC011,document_mentions_location,United States,DOC011,DOC011-C0004,United States) and/or introduced ranges at the watershed (HUC8) level.,0.98
REL-3b41e2deeeb1e64826ec,DOC012,document_mentions_location,Canada,DOC012,DOC012-C0004,"Canada (Mandrak and Cudmore, 2004), our binational partner in research and management of the Great Lakes, and informs Canadian efforts toward prevention and management.",0.98
REL-967b3257e281276ed653,DOC012,document_mentions_location,Great Lakes,DOC012,DOC012-C0002,"Great Lakes (Embke and others, 2016), and the Colorado River upstream of Lake Powell (Brandenburg and others, 2019).",0.98
REL-c68f5921c0ab6c2d44a3,DOC012,document_mentions_location,Great Lakes,DOC012,DOC012-C0003,"Great Lakes from invasion by bighead, black, and silver carp.",0.98
REL-c943cd7f77eccb0bf219,DOC012,document_mentions_location,Great Lakes,DOC012,DOC012-C0004,Great Lakes and other uninvaded waters from these species and (2) reduce populations where they are present or established to minimize adverse effects.,0.98
REL-c6b1d0e223d3e1c75c16,DOC012,document_mentions_location,Great Lakes,DOC012,DOC012-C0005,"Great Lakes Basin generally focus on preventing invasion by bighead, black, and silver carp and reducing the grass carp population and are coordinated by a well-established multijurisdictional fishery management structure.",0.98
REL-5f00b9b41a0d01403ae6,DOC012,document_mentions_location,Great Lakes,DOC012,DOC012-C0007,"Great Lakes Basin; barriers to their invasion are thus highly desired and appropriate, as are efforts in early detection.",0.98
REL-b05838a3fa9c8fb57a69,DOC012,document_mentions_location,Great Lakes,DOC012,DOC012-C0013,"Great Lakes Grass Carp Advisory Committee, MICRA subbasin partnerships, and other similar groups.",0.98
REL-7a6018ebc7af74395530,DOC012,document_mentions_location,Mississippi River,DOC012,DOC012-C0002,"Mississippi River Basin (Nico and others, 2005).",0.98
REL-10189d876c7bfa9af97d,DOC012,document_mentions_location,Mississippi River,DOC012,DOC012-C0003,Mississippi River Basins and for protection of subbasins of the Mississippi River for all four invasive carp species.,0.98
REL-9b0da3663f1272436b20,DOC012,document_mentions_location,Mississippi River,DOC012,DOC012-C0004,"Mississippi River Basin Invasive Carp Control Strategy Frameworks, and the “Lake Erie Grass Carp Adaptive Response Strategy—2019–2023” [Lake Erie Committee, 2018]) and State plans (for example, Ohio Department of Natural Resources Divisi",0.98
REL-054b2bf9bbed4012bce1,DOC012,document_mentions_location,Mississippi River,DOC012,DOC012-C0005,"Mississippi River; Lower Mississippi River; Missouri River; Ohio River; Tennessee and Cumberland Rivers; and Arkansas, Red, and White Rivers), the U.S.",0.98
REL-b7b0b143acf705761bb5,DOC012,document_mentions_location,Mississippi River,DOC012,DOC012-C0008,"Mississippi River) or other important intrasystem and intersystem corridors (for example, spawning tributaries or shipping canals).",0.98
REL-e227c395984e3607934a,DOC012,document_mentions_location,Mississippi River,DOC012,DOC012-C0012,"Mississippi River where our research has been limited, and potentially 16 U.S.",0.98
REL-5612659b4e7c2322f561,DOC012,document_mentions_location,Missouri,DOC012,DOC012-C0005,"Missouri; Ohio; Tennessee and Cumberland; and Arkansas, Red, and White River subbasins); and $3 million is for research to control grass carp in the Upper Mississippi River and the Great Lakes.",0.98
REL-d05ca95aa1a502cf4e96,DOC012,document_mentions_location,Missouri,DOC012,DOC012-C0009,"Missouri, using either manual application or auto- mated feeding platforms.",0.98
REL-c118aea66bd3e8b6fd17,DOC012,document_mentions_location,Missouri River,DOC012,DOC012-C0004,"Missouri River; Ohio River; Tennessee and Cumberland Rivers; and Arkansas, Red, and White Rivers), the U.S.",0.98
REL-46942b777b5173e3eb98,DOC012,document_mentions_location,Missouri River,DOC012,DOC012-C0005,"Missouri River; Ohio River; Tennessee and Cumberland Rivers; and Arkansas, Red, and White Rivers), the U.S.",0.98
REL-94b81cf41e4aff2a3586,DOC012,document_mentions_location,Missouri River,DOC012,DOC012-C0009,"Missouri River, in backwaters of the Illinois River, and at Mallard Lake near St.",0.98
REL-d8ebdc98567901ad1e66,DOC012,document_mentions_location,North America,DOC012,DOC012-C0002,"North America has the most diverse assemblage of freshwater mussels in the world (Williams and others, 1993), but most populations are imper- iled.",0.98
REL-37f67f829ce1917e1a09,DOC012,document_mentions_location,North America,DOC012,DOC012-C0007,North America differ by species of carp and by region.,0.98
REL-69fab11cc04719a0012a,DOC012,document_mentions_location,North America,DOC012,DOC012-C0010,"North America began in the 1970s (Michewicz and others, 1972; Stanley and others, 1978), but little scientific literature existed on the biology or potential effects of wild bigheaded carp or black carp in North America until USGS ri",0.98
REL-2f8df046d2d48950db4b,DOC012,document_mentions_location,United States,DOC012,DOC012-C0002,"United States The 50 States; the District of Columbia; the territories of American Samoa, Guam, Puerto Rico, the U.S.",0.98
REL-9edbe10d5cd6dffd7cca,DOC012,document_mentions_location,United States,DOC012,DOC012-C0004,United States citizens.,0.98
REL-667761a12f3a3e2d6560,DOC012,document_mentions_location,United States,DOC012,DOC012-C0005,"United States, and this variation must be con- sidered as part of the overall USGS approach.",0.98
REL-42ceabb391a3458219fd,DOC012,document_mentions_location,United States,DOC012,DOC012-C0010,"United States, they were already among the most studied freshwater species because of their importance in aquaculture.",0.98
REL-83be78bdfb22f086b340,DOC012,document_mentions_location,United States,DOC012,DOC012-C0012,"Geological Survey Invasive Carp Strategic Framework, 2023–27 elsewhere in the United States if congressional funding mandates permit (for example, the Colorado River, Hudson River, or Mobile River).",0.98
REL-2a2ebea5a69e75000e71,DOC012,document_mentions_location,United States,DOC012,DOC012-C0013,"U.S. Government’s independent biology science agency, the USGS must be at the forefront of science that identifies the effects of carp invasion and potential mitigation strategies.",0.98
REL-7a983443d092d7dfc2bb,DOC013,document_mentions_location,Canada,DOC013,DOC013-C0007,Canada and Mexico.,0.98
REL-d191784604469cc3798f,DOC013,document_mentions_location,Canada,DOC013,DOC013-C0039,Overgrazing by snow geese and resident Canada geese •,0.98
REL-e6904607aae8168602c3,DOC013,document_mentions_location,Canada,DOC013,DOC013-C0040,Canada Geese is putting a strain on the District’s wet- land habitats.,0.98
REL-4586d9fe5fed16bf35ed,DOC013,document_mentions_location,Canada,DOC013,DOC013-C0051,"Canada geese are doing well, while bobwhite are not.",0.98
REL-09f844eaa1b3b357db80,DOC013,document_mentions_location,Canada,DOC013,DOC013-C0062,Canada Lynx/Jennifer Vashon Eastern Box Turtle/Phillip deMaynadier 110 111 112 Maine Wildlife Action Plan targets species in greatest need of conser- vation while keeping “common species common.” The plan covers the entire sta,0.98
REL-58478ce03dd07a3feecb,DOC013,document_mentions_location,Canada,DOC013,DOC013-C0063,"Canada warbler, Eastern box turtle, American burying beetle, Early hairstreak •",0.98
REL-5cbe5f74001df74867b8,DOC013,document_mentions_location,Canada,DOC013,DOC013-C0135,"Encourage regeneration or reestablishment of eastern hemlock, other conifers, yellow birch, and Canada yew where appropriate.",0.98
REL-948fdbf452a74705096e,DOC013,document_mentions_location,Great Lakes,DOC013,DOC013-C0012,Great Lakes Region Michigan’s wildlife action plan identifi es preventing and controlling invasive species as a high priority.,0.98
REL-7ac1b051509c48e582a7,DOC013,document_mentions_location,Great Lakes,DOC013,DOC013-C0013,Great Lakes Region Michigan’s wildlife action plan identifi es preventing and controlling invasive species as a high priority.,0.98
REL-142f431cf9cd6427ace6,DOC013,document_mentions_location,Great Lakes,DOC013,DOC013-C0051,Great Lakes.,0.98
REL-aa02ef657774cc300b3f,DOC013,document_mentions_location,Great Lakes,DOC013,DOC013-C0068,"Great Lakes to 11,000 inland lakes and 36,000 miles of rivers and streams, and more freshwater shorelines than any other state in the nation.",0.98
REL-44bb8ae62e2f52354b02,DOC013,document_mentions_location,Great Lakes,DOC013,DOC013-C0069,"Great Lakes region alone hosts more than 200, including plants like purple loosestrife and autumn olive, and animals such as the gypsy moth and zebra mussel.",0.98
REL-c5dce79d5b830c90a807,DOC013,document_mentions_location,Great Lakes,DOC013,DOC013-C0091,"Great Lakes to the Atlantic Ocean, and the heights of the Adirondack Mountains to the depths of the un- derwater Hudson Canyon.",0.98
REL-7a1e4d35dfea1c7fd214,DOC013,document_mentions_location,Great Lakes,DOC013,DOC013-C0135,"Great Lakes Indian Fish and Wildlife Commission, WE Energies, the U.S.",0.98
REL-181cf1ad77a8cde66911,DOC013,document_mentions_location,Mississippi River,DOC013,DOC013-C0018,"Mississippi River and home to at least six animals recently discovered by science, such as the Tumbling Creek Cavesnail—the only known location in the world for this endangered species.",0.98
REL-80265b7f662cffa1a259,DOC013,document_mentions_location,Mississippi River,DOC013,DOC013-C0028,"Mississippi River delta, and deep, rich hollows in the Boston and Ozark mountains.",0.98
REL-97a40b24b58baf31dd7e,DOC013,document_mentions_location,Mississippi River,DOC013,DOC013-C0029,"Mississippi River Bottomland habitat/AGFC 45 Highlight habitats Wildlife (examples) Issue (examples) Action (examples) Natural, large pools of water Lake sturgeon •",0.98
REL-7d88cab896869cd281a5,DOC013,document_mentions_location,Mississippi River,DOC013,DOC013-C0051,Mississippi River system.,0.98
REL-f374001530f86d9455c4,DOC013,document_mentions_location,Mississippi River,DOC013,DOC013-C0068,Mississippi River.,0.98
REL-d72eae0433e2ed323ef7,DOC013,document_mentions_location,Mississippi River,DOC013,DOC013-C0074,"Mississippi River, shape the state and infl uence our land- scape and wildlife.",0.98
REL-e31554377c42df43dcca,DOC013,document_mentions_location,Mississippi River,DOC013,DOC013-C0116,Mississippi River to the spring and sub- terranean habitats of the Middle Tennes- see barrens and Cumberland Plateau to the cold mountain streams of the Appa- lachian Mountains.,0.98
REL-cd504b1b29bf09ad1c7d,DOC013,document_mentions_location,Mississippi River,DOC013,DOC013-C0118,Mississippi River Barking Treefrog Mississippi kite •,0.98
REL-5633384aa7e1dd1774bb,DOC013,document_mentions_location,Mississippi River,DOC013,DOC013-C0131,Mississippi River.,0.98
REL-e629650320e0fb26e4d0,DOC013,document_mentions_location,Missouri,DOC013,DOC013-C0017,Missouri’s Waters Missouri’s wildlife action plan identifi es Tumbling Creek Cave Ecosystem as one of its Conservation Opportunity Areas —landscapes where conservation actions will result in healthy habitats.,0.98
REL-626a6685ee259a3febb1,DOC013,document_mentions_location,Missouri,DOC013,DOC013-C0018,Missouri’s Waters Missouri’s wildlife action plan identifi es Tumbling Creek Cave Ecosystem as one of its Conservation Opportunity Areas —landscapes where conservation actions will result in healthy habitats.,0.98
REL-7a8d1682dab258dace04,DOC013,document_mentions_location,Missouri,DOC013,DOC013-C0074,"Missouri snapshot Few other states are as enriched as Mis- souri by the intersection of plants and animals represent- ing the vast prairies of the Great Plains, southwest deserts, southern swampy coastal plains, northern boreal",0.98
REL-c94d6ab6d6cd6d35c3af,DOC013,document_mentions_location,Missouri,DOC013,DOC013-C0075,Missouri is used for crop agriculture and cattle graz- ing.,0.98
REL-6caa30761c5f48744400,DOC013,document_mentions_location,Missouri,DOC013,DOC013-C0076,Missouri 141 Highlight habitats Wildlife Issues Actions Prairie: Golden Grasslands Conservation Opportunity Area Ownership: Mix of public/private •,0.98
REL-c19b9c5d4cc4c0a0dd51,DOC013,document_mentions_location,Missouri River,DOC013,DOC013-C0080,"Missouri River Pallid surgeon, Piping plover, Higgins eye (mussel) Channel cutting due to lack of sediment Restore river meandering where possible.",0.98
REL-93e452883faacbc56161,DOC013,document_mentions_location,Missouri River,DOC013,DOC013-C0114,"Missouri River where a person can experience the wide and meandering “Big Muddy,” as well as some of its unique wildlife, in- cluding paddlefi sh, pallid sturgeon, least terns, piping plovers, and bald eagles.",0.98
REL-a43ab96c3486e09c3f35,DOC013,document_mentions_location,Missouri River,DOC013,DOC013-C0115,"Missouri River dams changed it from a diverse, meandering river to a series of reservoirs, jeopardizing the future of such species as the pallid sturgeon, piping plover, and interior least tern.",0.98
REL-fbc76e0ac71461d19db4,DOC013,document_mentions_location,North America,DOC013,DOC013-C0007,North America.,0.98
REL-785f011f0de8a0334132,DOC013,document_mentions_location,North America,DOC013,DOC013-C0037,North America.,0.98
REL-5c76f2e779b5a94d3cc3,DOC013,document_mentions_location,North America,DOC013,DOC013-C0038,North America.,0.98
REL-c947828dee45ff03bc7d,DOC013,document_mentions_location,North America,DOC013,DOC013-C0059,"North America can be found at Miller’s Lake, which housed some 52,000 nesting pairs of egrets, herons, night her- ons, and other species in 2004.",0.98
REL-14ecf57ec7d9e2334d6f,DOC013,document_mentions_location,North America,DOC013,DOC013-C0060,"North America can be found at Miller’s Lake, which housed some 52,000 nesting pairs of egrets, herons, night her- ons, and other species in 2004.",0.98
REL-6a0cb0acdbed3085db7c,DOC013,document_mentions_location,North America,DOC013,DOC013-C0070,"www.fi shwildlife.org USFWS Michigan Wildlife Action Plan 129 Minnesota snapshot Geography: Minnesota lies at the center of North America where three major biomes meet: the prairie, the boreal forest and the eastern decidu- ous forest.",0.98
REL-149939e065eb5412033d,DOC013,document_mentions_location,North America,DOC013,DOC013-C0114,North America.,0.98
REL-f3970a608d4ffc15ef5a,DOC013,document_mentions_location,North America,DOC013,DOC013-C0116,North America.,0.98
REL-df1d6bb5964b8aed66a1,DOC013,document_mentions_location,North America,DOC013,DOC013-C0131,North America.,0.98
REL-ed90bf3733a21e52a915,DOC013,document_mentions_location,United States,DOC013,DOC013-C0002,"U.S., amphibian declines are particularly serious in California, the Rocky Mountains, the Southwest and Puerto Rico.",0.98
REL-64e736d9074b8d06347d,DOC013,document_mentions_location,United States,DOC013,DOC013-C0004,United States is a partnership between the states and the federal government.,0.98
REL-963251831ce1a7c263c2,DOC013,document_mentions_location,United States,DOC013,DOC013-C0005,United States to conserve wildlife diversity.,0.98
REL-5059b72fa9155ef93d87,DOC013,document_mentions_location,United States,DOC013,DOC013-C0007,United States.,0.98
REL-75ec6d833477bdfe0b51,DOC013,document_mentions_location,United States,DOC013,DOC013-C0008,US Shorebird Conservation Plan •,0.98
REL-aa610e7f0baa0eeaa6e2,DOC013,document_mentions_location,United States,DOC013,DOC013-C0010,US Forest Service Ecological Units as modifi ed in 1998 by The Nature Conservancy for larger scale planning eff orts.,0.98
REL-457b7a8b801463272317,DOC013,document_mentions_location,United States,DOC013,DOC013-C0013,"US Forest Service, local land trusts, and The Nature Conservancy, the state will conserve and restore these high priority tracts, conserving habitat for hundreds of important wildlife species.",0.98
REL-bc0251e72ee75c3432c0,DOC013,document_mentions_location,United States,DOC013,DOC013-C0014,U.S. mammals to be impacted by global warming.,0.98
REL-9e1b25e67ebf1425964f,DOC013,document_mentions_location,United States,DOC013,DOC013-C0018,"U.S. Forest Service, Bureau of Land Management, National Park Service and U.S.",0.98
REL-bcc32b8f0d872f688d08,DOC013,document_mentions_location,United States,DOC013,DOC013-C0019,U.S. and winter south of the border.,0.98
REL-ad41bab4a13557de332e,DOC013,document_mentions_location,United States,DOC013,DOC013-C0021,"Fish and Wildlife Service, U.S. Forest Service, U.S.",0.98
REL-c1efce1354c1a2ca6b2c,DOC013,document_mentions_location,United States,DOC013,DOC013-C0022,"United States’ coast and, with over 3 mil- lion lakes and exten- sive wetlands, nearly half the nation’s surface waters.",0.98
REL-27bc58c11e1a5f9da32e,DOC013,document_mentions_location,United States,DOC013,DOC013-C0029,Reduce capture of birds outside of the US for the pet trade •,0.98
REL-d86cbdd25a676ef79463,DOC013,document_mentions_location,United States,DOC013,DOC013-C0037,"Fish and Wildlife Service, U.S. Forest Service, Natural Resources Conservation Service, U.S.",0.98
REL-8dfd06c5353d619c0f24,DOC013,document_mentions_location,United States,DOC013,DOC013-C0045,"US Highway 278 SE Social Circle, GA 30025 Tel: 770.761.3035 jon_ambrose@dnr.state.ga.us www.gadnr.org/cwcs/ Assn.",0.98
REL-e67f060ebc80cabb85f3,DOC013,document_mentions_location,United States,DOC013,DOC013-C0046,"United States, possessing one-third of the species federally listed as endangered.",0.98
REL-9361947f82f3439575b2,DOC013,document_mentions_location,United States,DOC013,DOC013-C0052,"–Element One, as set forth in the guide by the U.S. Fish & Wildlife Service’s National Acceptance Advisory Team 89 Indiana snapshot Landscape: Indiana stretches from the sandy dunes of Lake Michigan to steep wooded ravines and bluffs along the Ohio River.",0.98
REL-55b2c8a69b538bad50ac,DOC013,document_mentions_location,United States,DOC013,DOC013-C0072,"U.S. Forest Serv- ice holds the largest percentage of public land, and, together with federal wildlife refuges and state wildlife management areas, these lands serve as important habitat for many of the endangered spe- cies",0.98
REL-9559629207c218681985,DOC013,document_mentions_location,United States,DOC013,DOC013-C0080,"US Forest Service “In today’s ever changing society, it’s more important than ever that we have a plan for the future.",0.98
REL-cf12a5e3830a4615642c,DOC013,document_mentions_location,United States,DOC013,DOC013-C0085,U.S. migratory population of songbirds and raptors.,0.98
REL-61b912b62be4937b9c2c,DOC013,document_mentions_location,United States,DOC013,DOC013-C0098,"U.S. Congress, we have styled this strategy also to serve our local conservation needs.",0.98
REL-e327320f2c837f4fa4ab,DOC013,document_mentions_location,United States,DOC013,DOC013-C0099,"U.S. Congress, we have styled this strategy also to serve our local conservation needs.",0.98
REL-3a73a1ef9060b5b20fcd,DOC013,document_mentions_location,United States,DOC013,DOC013-C0102,"U.S. Forest Service, National Wild Turkey Federation, Ohio Audubon, and the U.S Fish and Wildlife Service.",0.98
REL-c35f983bb1ac805cfd5d,DOC013,document_mentions_location,United States,DOC013,DOC013-C0113,"While, abundant along the southeastern and Gulf coasts of the U.S., Cannonball jellyfi sh are susceptible to harmful algal blooms; oil spills and nonpoint source pollution.",0.98
REL-fbe9afc222dbf7e8d5e7,DOC013,document_mentions_location,United States,DOC013,DOC013-C0118,United States.,0.98
REL-9557dbe4490f64d2691c,DOC013,document_mentions_location,United States,DOC013,DOC013-C0119,United States.,0.98
REL-2693284050445e0be003,DOC013,document_mentions_location,United States,DOC013,DOC013-C0127,United States.,0.98
REL-0693c4fea61ad5afb2b6,DOC013,document_mentions_location,United States,DOC013,DOC013-C0131,"U.S. Fish and Wildlife Serv- ice, the USDA Forest Service, and Indian Tribes with signifi cant land holdings.",0.98
REL-c4c5b84ca82bc540c45c,DOC013,document_mentions_location,United States,DOC013,DOC013-C0135,"U.S. Forest Service, the Ruffed Grouse Society, Trout Unlimited, and the Milwaukee Public Museum.",0.98
REL-7abef4d5a83de707caf4,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0001,"Canada are the traditional, treaty and unceded territories of First Nations, Inuit and the Métis Nation.",0.98
REL-21badbbdb698f5f1006b,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0002,Canada (1986–2025) U.S.,0.98
REL-2f6764ec69f6864d06fb,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0003,"In eastern Canada and British Columbia, researchers are finding new ways to monitor elusive waterfowl.",0.98
REL-242abefec0e3e0613f9f,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0004,Canada.,0.98
REL-bdbffb170d5173efa33a,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0005,Canada (D U C) is work- ing with landowners across Atlantic Canada through its Small Marsh Restoration Program.,0.98
REL-4161c188572d8e1c08de,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0006,Canada The Long Point Phragmites Action Alliance illustrates the power of working together to both deliver results on the ground and raise the funds needed to support the work.,0.98
REL-8681cac96962252b59ae,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0007,Canada.,0.98
REL-a5bde1184621a7b6c852,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0008,"Canada’s Species at Risk Act, such as Barn Owl, Barn Swallow, Horned Grebe, Peregrine Falcon, Short-Eared Owl, Pacific Water Shrew, Western Bumble Bee and Western Painted Turtle.",0.98
REL-96945fa23be0a9868eea,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0009,Canada Funding constraints limited the scope of the project.,0.98
REL-02b7f1d6ec3f59480f48,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0010,"Canada Canadian Intermountain Joint Venture www.cijv.ca With an area of 123.5 million acres (50 million hectares), the Canadian Intermountain Joint Venture (C I J V) covers portions of British Columbia (B.C.) and Alberta.",0.98
REL-5f0bbad6ddd177d57b8c,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0011,Canada Geese in Lower Wolf Creek.,0.98
REL-c57ffd1b1e1ee456fbfb,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0012,Canada partnered with D U C and Environment and Climate Change Canada on a multi-year project to measure the effect of conservation efforts on bird diversity and abundance in B.C.’s Cariboo–Chilcotin Coast region.,0.98
REL-83a3a8d604063ea41549,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0013,Canada provide habitat for most North American duck species.,0.98
REL-d91909baf79e57fbf43b,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0014,Canada Municipalities working with wetlands Alberta municipalities play an important role in maintaining wetland ecosystem services.,0.98
REL-c1a0f8a8a50f59f85084,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0015,"Canada Western Boreal Forest An award-winning collaboration About 85% of the nation’s critical wetlands are in the Western Boreal Forest (W B F), and roughly 40% of North America’s waterfowl breed here.",0.98
REL-a644c713a3fa1739730f,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0016,Canada and the United States.,0.98
REL-375ed1fa032f20b3ed52,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0017,"Canada Geese on intertidal grazing lawn on Akimiski Island, Nunavut.",0.98
REL-0fa7bce1b1ab537be390,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0018,Canada to meet rising concerns about light goose overpopulation and the resulting impacts on arctic ecosystems.,0.98
REL-6416bf33549e833fe130,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0019,Canada to Virginia and from Ontario to Tennessee.,0.98
REL-ff2fc95e017ae5cc1b3e,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0020,Canada First Research Excellence Fund Canadian National Railway Capital Regional District (B.C.) Cenovus Energy Inc.,0.98
REL-c7fff1f5485ef36d8e0a,DOC014,document_mentions_location,Canada,DOC014,DOC014-C0021,"Canada Limited Ministère de l’Environnement, de la Lutte contre les changements climatiques, de la Fau ne et des Parcs Moncton (City of) Mount Allison University Nanaimo (Regional District of) National Research Council Canada",0.98
REL-39b90dd4500ddfdc4321,DOC014,document_mentions_location,North America,DOC014,DOC014-C0001,"North America, working at international, national and regional levels on a variety of waterfowl, habitat management and people issues.",0.98
REL-581a8ab3d66107d9bae6,DOC014,document_mentions_location,North America,DOC014,DOC014-C0003,"North America’s waterfowl breed in Canada, while nine out of ten hunters are located in the United States.",0.98
REL-ff5e33539f1a5b5846e8,DOC014,document_mentions_location,North America,DOC014,DOC014-C0004,"North America’s waterfowl breed in Canada, while nine out of ten hunters are located in the United States.",0.98
REL-e6947d67c614ecdf9421,DOC014,document_mentions_location,North America,DOC014,DOC014-C0013,North America.,0.98
REL-e8b9962e89432c0a4ec8,DOC014,document_mentions_location,North America,DOC014,DOC014-C0014,North America.,0.98
REL-82d1341bf41893c2ff73,DOC014,document_mentions_location,North America,DOC014,DOC014-C0015,North America’s waterfowl breed here.,0.98
REL-90c8a5627eb4e2660848,DOC014,document_mentions_location,North America,DOC014,DOC014-C0016,North America and including circumpolar countries.,0.98
REL-4442b55e0206b9dbd489,DOC014,document_mentions_location,North America,DOC014,DOC014-C0017,pcoa.ca www.ganso delartico.com The Arctic Goose Joint Venture (A G J V) covers 924 million acres (374 mil- lion hectares) spanning North America and circumpolar countries on other continents.,0.98
REL-cf6f39ebc29d637f62be,DOC014,document_mentions_location,North America,DOC014,DOC014-C0018,"North America’s flyways and are essential to maintaining stable populations of geese, and other migratory bi rds, for sustainable arctic ecosystems.",0.98
REL-9af55ebd2c45d6d64da1,DOC014,document_mentions_location,United States,DOC014,DOC014-C0001,"U.S. governments signed this partnership agreement, laying the foundation for international co-operation in the recovery of declining waterfowl popu- lations.",0.98
REL-9cace8271e85d1b22d19,DOC014,document_mentions_location,United States,DOC014,DOC014-C0002,U.S. federal $889 M U.S.,0.98
REL-1715bc8181f3d3a72319,DOC014,document_mentions_location,United States,DOC014,DOC014-C0003,United States.,0.98
REL-abbfc2cfc83bf8842c97,DOC014,document_mentions_location,United States,DOC014,DOC014-C0004,United States.,0.98
REL-45e2560d31a322a09302,DOC014,document_mentions_location,United States,DOC014,DOC014-C0013,U.S. partners exemplify the “whole of society” approach to conservation.,0.98
REL-68469a06a4f4dd001cbc,DOC014,document_mentions_location,United States,DOC014,DOC014-C0014,"U.S. state duck stamp partners, and landowners like the Honkerville group are securing resilient wetlands and grasslands that benefit waterfowl, wildlife and watersheds.",0.98
REL-6c985cfa47f79d410f78,DOC014,document_mentions_location,United States,DOC014,DOC014-C0016,United States.,0.98
REL-e6d26b13d6dd17b8cd22,DOC014,document_mentions_location,United States,DOC014,DOC014-C0018,United States and Canada to meet rising concerns about light goose overpopulation and the resulting impacts on arctic ecosystems.,0.98
REL-a99478190a9ed73cdf88,DOC014,document_mentions_location,United States,DOC014,DOC014-C0020,U.S. agencies Alabama Department of Conservation and Natural Resources Alaska Department of Fish and Game American Friends of Canadian Nature Ariz ona Game and Fish Department Arkansas Game and Fish Commission Atlantic Flywa,0.98
REL-d13ece0a0db230e49dd6,DOC014,document_mentions_location,United States,DOC014,DOC014-C0021,U.S. agencies Alabama Department of Conservation and Natural Resources Alaska Department of Fish and Game American Friends of Canadian Nature Ariz ona Game and Fish Department Arkansas Game and Fish Commission Atlantic Flywa,0.98
REL-ea4192c036127ddf7a80,DOC015,document_mentions_location,Mississippi River,DOC015,DOC015-C0005,Mississippi River valley previously had several million acres of bottomland hardwood timber.,0.98
REL-4a397c4bbeaa2054277e,DOC015,document_mentions_location,Missouri,DOC015,DOC015-C0001,"MISSOURI STATE REPORT May 6, 2025 Jason Sumners, Director Missouri Department of Conservation 2901 West Truman Blvd.",0.98
REL-34093499e76c9b22f306,DOC015,document_mentions_location,Missouri,DOC015,DOC015-C0002,Missouri Ozarks.,0.98
