entity_id,name,normalized_name,entity_type,doc_id,chunk_id,confidence,evidence
ENT-33902c1955ac43eecf9d,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC007,DOC007-C0005,0.92,"USFWS) STRATEGIES FOR SUCCESS Across DOI, collaborative action made a substantial difference in protecting U.S."
ENT-42f98cdb16a95d324918,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC007,DOC007-C0006,0.92,"(USFWS) VICTORY ON THE GROUND: PARTNERSHIPS COMBAT INVASIVE THREATS On the sweeping prairies and rugged breaks of Montana, the Charles M."
ENT-92ef4634f6d51078496f,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC007,DOC007-C0007,0.92,"USFWS, and USGS collaborated with partners across the country to detect, control, and eradicate (when possible) nutria and restore damaged marsh habitat."
ENT-4b50f05a5b2b6dee2518,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC007,DOC007-C0008,0.92,USFWS from Fiscal Years 2021-2025.
ENT-facf6c8e60ffd6be73e2,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC007,DOC007-C0009,0.92,"(Source: USFWS) 16 Between Fiscal Years 2021-2025, 307 species were listed as injurious wildlife under 18 U.S.C."
ENT-1826dbd8ea4c5d796769,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC008,DOC008-C0001,0.92,USFWS watercraft inspector visually searches for invasive mussels below the waterline on a trailered sailboat arriving to Alaska at the Alcan Land Port of Entry.
ENT-d1ca10d6f0bc4214d4fd,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC008,DOC008-C0003,0.92,"U.S. Fish and Wildlife Service (USFWS) Funding for Golden Mussels, Regional Aquatic Nuisance Species Panels, State Aquatic Nuisance Species Management Plans, and Quagga and Zebra Mussel Action Plan Outcome: Effective partnerships used the best availa"
ENT-3a9e20f6b62d66b782f4,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC008,DOC008-C0004,0.92,"USFWS Large Invasive Species Eradication Program (e.g., 8 projects funded across the U.S.) Strengthened integrated invasive species and wildland fire management approaches to reduce risk to human and natural communities Invas"
ENT-8bd1e0eb264f8b35fbc1,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC008,DOC008-C0005,0.92,"USFWS) STRATEGIES FOR SUCCESS Across DOI, collaborative action made a substantial difference in protecting U.S."
ENT-449a8111c3edfda28429,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC008,DOC008-C0006,0.92,"(USFWS) VICTORY ON THE GROUND: PARTNERSHIPS COMBAT INVASIVE THREATS On the sweeping prairies and rugged breaks of Montana, the Charles M."
ENT-8fd553c5b63d5782a1fd,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC008,DOC008-C0007,0.92,"USFWS, and USGS collaborated with partners across the country to detect, control, and eradicate (when possible) nutria and restore damaged marsh habitat."
ENT-89f766a62f91bb125170,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC008,DOC008-C0008,0.92,USFWS from Fiscal Years 2021-2025.
ENT-98bfd074d08757e9269f,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC008,DOC008-C0009,0.92,"(Source: USFWS) 16 Between Fiscal Years 2021-2025, 307 species were listed as injurious wildlife under 18 U.S.C."
ENT-fa87f2f9cf80f394f9d0,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC009,DOC009-C0001,0.92,"Coast Gu ard is tasked with enforcing ballast water regulations, the U.S. Fish and Wildlife Service (USFWS) leads eradication efforts and the Departments of Homeland Security and Agriculture oversee biological border controls."
ENT-00f0bdbb54702a434357,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC009,DOC009-C0003,0.92,USFWS and a process for its utilization to prevent further infestation of AIS.
ENT-92b46c0b93cf478eefc2,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC009,DOC009-C0006,0.92,"USFWS, USACE), as appropriate, to states and tribes, conditioned on acting through management plans and EDRR pathways approved by ANSTF."
ENT-b2f332a8f622eed42386,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC009,DOC009-C0008,0.92,"USFWS grants to states and tribes to support contract fishing, including per -pound subsidies for invasive carp harvest and other harvest of AIS."
ENT-37285001be659110e089,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC009,DOC009-C0009,0.92,"USFWS grants to states and tribes to support contract fishing, including per -pound subsidies for invasive carp harvest and other harvest of AIS."
ENT-e6d262e816930b7630a2,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC009,DOC009-C0010,0.92,"U.S. Fish and Wildlife Service Mathew Van Daele, Sun’aq Tribe of Kodiak Daniel Smith, Sun’aq Tribe of Kodiak Tribal Biologist Ben Mohr, AIS Commissioner and Alaskan Conservationist August 31, 2022: AIS Commission External Listening Session: State and"
ENT-5d8e76e0ae8afb4458f7,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC009,DOC009-C0011,0.92,"U.S. Fish and Wildlife Service Mathew Van Daele, Sun’aq Tribe of Kodiak Daniel Smith, Sun’aq Tribe of Kodiak Tribal Biologist Ben Mohr, AIS Commissioner and Alaskan Conservationist August 31, 2022: AIS Commission External Listening Session: State and"
ENT-d200a933330322788d29,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC010,DOC010-C0001,0.92,US Fish and Wildlife Service and was held in response to findings and recommendations from a national assessment of aquatic invasive species (AIS) outreach to recreational water users.
ENT-c15c53360835b4f93fc4,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC010,DOC010-C0004,0.92,U.S. Fish and Wildlife Service i s being used to strengthen invasive species prevention activities and to implement the “Clean.
ENT-19f7dbd4ad0c7691baf0,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC011,DOC011-C0001,0.92,"U.S. Fish and Wildlife Service’s National Fisheries Research Center in Gainesville, Florida, began monitoring the status and distribution of nonindigenous fish species in U.S."
ENT-3725c93b207fb6533944,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC011,DOC011-C0007,0.92,U.S. Fish and Wildlife Service 2007).
ENT-09e9772f697e44847ccf,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC011,DOC011-C0008,0.92,"Geological Survey, U.S. Fish and Wildlife Service, U.S."
ENT-3f2d35d49de6bdf685da,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC012,DOC012-C0003,0.92,"U.S. Fish and Wildlife Service to evaluate a deterrent system that incorporates sound, lights, and a bubble screen at Barkley Lock and Dam near Lake City, Kentucky."
ENT-f59468bc014467322449,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC012,DOC012-C0005,0.92,U.S. Fish and Wildlife Service in partnership with MICRA through the multiple subbasin invasive carp partnerships.
ENT-d2159b0900c3bacf77ba,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0001,0.92,U.S. Fish and Wildlife Service Working Together to Prevent Wildlife from Becoming Endangered 3 Table of Contents Executive Summary Wildlife Action Plans: A Bold New Direction for Conservation 4 A New Era for America’s Wildlife 6 American Wildlife Con
ENT-8a975907398cb5eae730,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0002,0.92,U.S. Fish and Wildlife Service on the development of the wildlife action plans.
ENT-b327f297f3358df7430a,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0004,0.92,U.S. Fish and Wildlife Service.
ENT-12bd2c946af31ebf8db6,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0005,0.92,"” The states were required to submit these action plans to the U.S. Fish and Wildlife Service for review by October 1, 2005."
ENT-fd27d0aead1461b4161a,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0006,0.92,"U.S. Fish and Wildlife Service gave states considerable fl exibility in developing strategies that fi t each state’s unique wildlife resources, management context, and local issues."
ENT-5181763416283eed5f0c,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0008,0.92,"Partners in Amphibian and Reptile Conservation Management Guidelines A Strong Foundation of Prior Planning Egrets at sunset/USFWS State Wildlife Action Plans14 priority, or showed other signs of imminent decline, it was fl agged for attention."
ENT-da3cf952252c865f1226,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0009,0.92,"Partners in Amphibian and Reptile Conservation Management Guidelines A Strong Foundation of Prior Planning Egrets at sunset/USFWS State Wildlife Action Plans14 priority, or showed other signs of imminent decline, it was fl agged for attention."
ENT-4f17e116c168e1045218,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0011,0.92,"” – Jeff Walk, author of Illinois’ Wildlife Action Plan, Illinois Department of Natural Resources Red-eared slider/USFWS, Gary M."
ENT-d4a524b424116f2b4b26,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0014,0.92,"” – John Powers, biologist, Alabama Department of Conservation and Natural Resources Flatwoods salamander/Pierson Hill Common Murre/USFWS, R."
ENT-703478731e04a0f605bb,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0017,0.92,"USFWS, Dave Menke State Wildlife Action Plans26 stands of trees and old sagebrush would kill native seeds in the top soil layer."
ENT-91d59737d675b3941efc,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0018,0.92,"Forest Service, Bureau of Land Management, National Park Service and U.S. Fish and Wildlife Service have demon- strated their commitment to the action plans—both in helping develop them and supporting efforts to enact the strategies in every state."
ENT-611659c3c38f01971a5d,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0021,0.92,"U.S. Fish and Wildlife Service, U.S."
ENT-660b7ea0b72e164de366,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0022,0.92,USFWS holders to compile the best data on the full array of Alabama’s wildlife species.
ENT-3d5992f083930957e2e1,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0023,0.92,"” – McKie Campbell, Commissioner, Alaska Department of Fish and Game Walruses on pack ice, a diminishing habitat/Joel Garlich-Miller, USFWS 36 Alaska Wildlife Action Plan agencies, organizations, and programs and encourage multi-source funding that will enhance and expand Alaska’s wildlife conservation toolbox."
ENT-724c9e58a2e177e157ba,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0035,0.92,USFWS 55 56 Connecticut Comprehensive Wildlife Conservation Strategy crab share the state with species
ENT-7cd54e668b62c99a5ec9,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0036,0.92,USFWS 55 56 Connecticut Comprehensive Wildlife Conservation Strategy crab share the state with species expand- ing their ranges and species that are newly discovered and as yet unnamed.
ENT-80c8f46c6980e0eee23d,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0037,0.92,"U.S. Fish and Wildlife Service, U.S."
ENT-a9d12f33887793f5f262,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0040,0.92,USFWS 63 64 District of Columbia Wildlife Action Plan of other states—the invasion of non-na- tive species that change the character of the natural landscape.
ENT-f3423cbaf118e18ee160,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0041,0.92,"USFWS 65 66 Kingman Wetlands/DCFWD State Contact Mary Pfaffko, Wildlife Biologist DC Fisheries & Wildlife Division 51 N Street, NE Washington, DC 20002 Tel: 202.262.8710 Mary.pfaffko@dc.gov doh.dc.gov/doh/cwpview,a,1374,q,601"
ENT-34ff0b7d7ad66c2630f2,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0043,0.92,U.S. Fish and Wildlife Service Florida scrub/James Valentime Image provided by VISIT FLORIDA Association of Fish & Wildlife Agencies David Chadwick Wildlife Diversity Associate 444 North Capitol St.
ENT-ffdeae1e8b2287f73370,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0051,0.92,"” – Sam Flood, Acting Director of the Illinois Department of Natural Resources King Rail/USFWS 86 Illinois Wildlife Action Plan wildlife, and opportunities for outdoor recreation."
ENT-ebe912e5361048d512e3,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0058,0.92,"USFWS, Gary Halvorsen Association of Fish & Wildlife Agencies David Chadwick Wildlife Diversity Associate 444 North Capitol St."
ENT-dc05f17a37f7b6c82b57,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0064,0.92,USFWS 116 Maryland Wildlife Diversity Conservation Plan and old growth forests.
ENT-893459a0680209f200fe,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0065,0.92,USFWS 116 Maryland Wildlife Diversity Conservation Plan and old growth forests.
ENT-b43f686850ed7653ce0b,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0066,0.92,"U.S. Fish and Wildlife Service, and the Maryland Farm Bureau."
ENT-b7a88b3104e5e0e5e51e,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0067,0.92,USFWS 124 The draft Strategy was posted on the Division website for a six-week public comment period and received hundreds of visits to the site.
ENT-7741f4bea34df5662751,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0068,0.92,USFWS 124 The draft Strategy was posted on the Division website for a six-week public comment period and received hundreds of visits to the site.
ENT-6f8fa594964535fcd1d5,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0070,0.92,"www.fi shwildlife.org USFWS Michigan Wildlife Action Plan 129 Minnesota snapshot Geography: Minnesota lies at the center of North America where three major biomes meet: the prairie, the boreal forest and the eastern decidu- ous forest."
ENT-2fd041d2bcf304e47839,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0071,0.92,"U.S. Fish and Wildlife Service, The Nature Conservancy, Audu Minnesota Wildlife Action Plan “Historic fi gures do not necessarily know that they are making history."
ENT-bd3b86a13f5dc7dd93ac,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0072,0.92,"” – Robyn Thorson, U.S. Fish and Wildlife Service’s Midwest Regional Director Black Crowned Night Heron/Stephen J."
ENT-8837df75b9c628a614e9,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0080,0.92,US Fish and Wildlife Service •
ENT-beb05aa331d7c3a36679,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0081,0.92,"” –Nevada Governor Kenny Guinn Yucca Forest/USFWS Collared Lizard/Christine Klinger, NDOW 154 Nevada Wildlife Action Plan tat types."
ENT-24f4dc835c472cf06af7,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0088,0.92,US Fish and Wildlife Service-N.J.
ENT-2ef8e30f2fc72ac0ee28,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0093,0.92,US Fish and Wildlife Service.
ENT-39c2c1fac796f68c5a05,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0094,0.92,US Fish and Wildlife Service.
ENT-0aba5c61c3f26e41502c,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0115,0.92,"Continue gathering information on species that depend on this habitat and encourage NRCS, USFWS, and SDGFP private lands programs to enroll riparian lands in land protection and enhancement programs •"
ENT-95dcea30a97665a78a9d,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0122,0.92,"” – Ralph Morgenweck, Director of the U.S. Fish and Wildlife Service’s Mountain- Prairie Region Wildlife highlights Utah taxa groupings Total Tier I* Tier II** Tier III*** Amphibians 10 2 2 6 Birds 44 8 12 24 Fish 29 15 7 7 Mammals 39 5 14 20 Mollusks 40 5 24 12 Reptiles 34 1 12 21 Total"
ENT-ca8f2e7c300fab67779e,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0123,0.92,U.S. Fish and Wildlife Service public opin- ion survey indicated that it is important to them that ecologically important habitats and lands in Vermont are protected.
ENT-2b2f002d25b0ecee91dc,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC013,DOC013-C0124,0.92,” –Marvin Moriarty Northeast Regional Director U.S. Fish and Wildlife Service American marten/USFWS 226 Vermont Wildlife Action Plan used by these species within Habitat/ Landscape Summary Reports.
ENT-1ab07bbdebe3268aa783,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC014,DOC014-C0005,0.92,"U.S. Fish and Wildlife Service–N A W C A grant, Canadian Wildlife Service (C"
ENT-ee7ae58077a401b80d03,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC014,DOC014-C0006,0.92,"U.S. Fish and Wildlife Service–N A W C A grant, Canadian Wildlife Service (C W S), O M N R, N C C fundraising and several other community and private supporters, and through collaboration with C W S, O M N R and Habitat Matters 112025 Canadian North"
ENT-aee84c6bd1d1dbb92867,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC014,DOC014-C0009,0.92,"U.S. Fish and Wildlife Service, Telus Communications, the Habitat Conservation Trust Foundation, the Longhedge Foundation and the Pemberton Wildlife Association."
ENT-57dc51f9d89796df7aa9,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC014,DOC014-C0010,0.92,U.S. Fish and Wildlife Service (U S F W S) through the North American Wetlands Conservation Act (N A W C A ).
ENT-67b0d07a51541a05e8ca,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC014,DOC014-C0020,0.92,U.S. Fish and Wildlife Service U.S.
ENT-c8b2ef0325a77b597885,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC014,DOC014-C0021,0.92,U.S. Fish and Wildlife Service U.S.
ENT-78285d837790cd955ecb,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC016,DOC016-C0001,0.92,"U.S. Fish and Wildlife Service, the formation of a statewide Missouri Stream Connectivity Partnership (MO SCP) to address removing aquatic organism passage barriers in streams."
ENT-59b71c9a19aff9bba16a,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC016,DOC016-C0002,0.92,"U.S. Fish and Wildlife Service, the formation of a statewide Missouri Stream Connectivity Partnership (MO SCP) to address removing aquatic organism passage barriers in streams."
ENT-770ddefe006b1b7f8994,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC016,DOC016-C0006,0.92,U.S. Fish and Wildlife Service and U.S.
ENT-05274a7f2fe635ad39a2,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC016,DOC016-C0007,0.92,"U.S. Fish and Wildlife Service and Kansas Department of Wildlife and Parks, conducted an invasive carp removal on the lower Grand River in northwest Missouri."
ENT-c4217d16d46cfdf0a6e8,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC017,DOC017-C0005,0.92,"U.S. Fish and Wildlife Service, with support from other agencies and private citizens, work together to keep Missouri’s largest aquatic salamander from extinction."
ENT-8f80e253eab7b9244455,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC018,DOC018-C0001,0.92,U.S. Fish and Wildlife Service and U.S.
ENT-2a0858e03716ade527ba,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC018,DOC018-C0002,0.92,"U.S. Fish and Wildlife Service, has developed a Habitat Conservation Plan covering 43 million acres of bat habitat for the next 50 years."
ENT-6f4f5bea38e60c9196e0,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC018,DOC018-C0004,0.92,"Forest Service, U.S. Fish and Wildlife Service, and MDC have conducted surveys for survival estimation across the release area monthly since November 2020."
ENT-95ae9fb3ca9261eb8aac,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC018,DOC018-C0005,0.92,"Forest Service, U.S. Fish and Wildlife Service, and MDC have conducted surveys for survival estimation across the release area monthly since November 2020."
ENT-0655d1631337fbe43e94,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC018,DOC018-C0006,0.92,"U.S. Fish and Wildlife Service, along with a panel discussion involving five nationally known speakers."
ENT-7d33880166c53fde489f,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC018,DOC018-C0007,0.92,"U.S. Fish and Wildlife Service, along with a panel discussion involving five nationally known speakers."
ENT-d9e6603b2352266f5f81,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC022,DOC022-C0001,0.92,"U.S. Fish and Wildlife Service is the principal federal agency tasked with providing information to the public on the extent and status of the nation’s wetland and deepwater habitats, as well as changes to these habitats over time."
ENT-06881234e1bc91fbf26d,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC022,DOC022-C0002,0.92,"U.S. Fish and Wildlife Service, to map the nation's wetlands."
ENT-1b51ebcd1e854ed50f3b,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC026,DOC026-C0001,0.92,USFWS has been a leader in migratory bird conservation since the founding of the Service.
ENT-394c8e5a510b3cf3147f,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC026,DOC026-C0002,0.92,"U.S. Fish and Wildlife Service, or Service, works to address human-caused mortality by providing information on measures people can take to avoid and minimize the take of migratory birds."
ENT-bef588680dab5b14ef34,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC026,DOC026-C0003,0.92,"U.S. Fish and Wildlife Service, or Service, works to address human-caused mortality by providing information on measures people can take to avoid and minimize the take of migratory birds."
ENT-8b0f35f027fb24bc5a08,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC027,DOC027-C0014,0.92,US Fish and Wildlife Service; later renewed regularly.
ENT-23deba48326c3b7ce068,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC027,DOC027-C0015,0.92,US Fish and Wildlife Service; later renewed regularly.
ENT-5d44ff185f8a528a83ed,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC027,DOC027-C0037,0.92,US Fish and Wildlife Service jointly and administered by the Secretariat.
ENT-7586bc24578587873a23,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC027,DOC027-C0061,0.92,"US Fish and Wildlife Service, and the Ramsar Secretariat to provide matching funds for training and capacity-building projects in the Neotropical region Wetlands International = the leading global non-profit wetland conservation organization, partn"
ENT-e256f8bbea8beaba28b2,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC027,DOC027-C0062,0.92,"US Fish and Wildlife Service, and the Ramsar Secretariat to provide matching funds for training and capacity-building projects in the Neotropical region Wetlands International = the leading global non-profit wetland conservation organization, partn"
ENT-8cfd75fa992413968d6e,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC028,DOC028-C0001,0.92,"× FWS Library FWS Library Image Details The FWS Library provides central access to Service digital resources, including collections curated by USFWS staff, topical categories to browse, and resources to aid information discovery."
ENT-262f83514b8de026242c,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0003,0.92,"Department of Agriculture – Forest Service, U.S. Fish and Wildlife Service, National Park Service, The Nature Conservancy, Missouri Resource Assessment Partnership, and many other important contributors."
ENT-54028e907b54bf66af3d,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0004,0.92,U.S. Fish and Wildlife Service (USFWS) for receiving State Wildlife Grants and the U.S.
ENT-9aed5c2e48e51c650c60,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0005,0.92,USFWS (Kelley Myers and Dr.
ENT-5ced3039695574582d43,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0006,0.92,Department of Agriculture – Forest Service USFWS – U.S.
ENT-a614f7f83da7e9eb3263,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0009,0.92,U.S. Fish and Wildlife Service – State Wildlife Action Plan The SWAP and associated State Wildlife Grant were initiated by the U.S.
ENT-9694b31a2a54b7b2f3f7,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0010,0.92,"USFWS National Wildlife Refuge staff, National Park Service – Ozark National Scenic Riverways staff, U.S."
ENT-d1eb3e12f01460e78a69,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0011,0.92,"USFWS National Wildlife Refuge staff, National Park Service – Ozark National Scenic Riverways staff, U.S."
ENT-2f015d5017e41d910fc6,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0029,0.92,"USFWS survey data, PPR and particularly these priority areas continue to stand out as the “best of the best ” breeding habitats in N orth America, despite ongoing and historic habitat loss."
ENT-db60d1b07ea7bd793442,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0030,0.92,USFWS was petitioned to list the monarch butterfly as a threatened species under the Endangered Species Act of 1973 (ESA).
ENT-20587ff9bae67ab32e45,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0038,0.92,USFWS has recommended actions to slow the spread of WNS by having cave managers place a voluntary moratorium on caving in significant bat caves until more is learned about WNS.
ENT-7e2747ff891958530849,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0039,0.92,USFWS 2021).
ENT-7592d483a53e9c4cf323,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0051,0.92,"Deptartment of Defense 84,450 USFWS – National Wildlife Refuges 71,085 USACE 28,888 Total 2,959,439 •"
ENT-3bc8c91c0617e4e45e0a,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0052,0.92,The U.S. Fish and Wildlife Service manages nine National Wildlife Refuges in Missouri.
ENT-7896a3f743984c276f90,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0067,0.92,"USFWS, TNC, Pheasants Forever and Quail Forever (PFQF), the NWTF, MDNR Division of State Parks, and several prescribed burn contractors ) formed this group in 2012."
ENT-1f454e2f5a250d7dd9c6,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0074,0.92,USFWS.
ENT-1df28654f5f4b5e0a7c0,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0075,0.92,"USFWS, includes 71,085 acres."
ENT-2dc7e6c640441a0a01da,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0076,0.92,"USFWS) and twelve wild areas totaling 23,000 acres (managed by MDNR Division of State Parks)."
ENT-8412ed18a5d15550de56,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0084,0.92,USFWS definition of SGCN s incorporates two groups of species: those with low and declining populations and those that are indicative of the diversity and health of the state’s wildlife.
ENT-09b3c410477e0ec25ef8,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0086,0.92,"USFWS, Missouri Botanical Garden, Native Plant Society, multiple universities, and others) to discuss changes to the SOCC list."
ENT-9dad6e79a731986fe2a6,U.S. Fish and Wildlife Service,u.s. fish and wildlife service,agency,DOC036,DOC036-C0094,0.92,USFWS and includes land owned by TNC and MPF.
